22.14,6.31
26.03,9.85
58.34,98.14
53.95,71.35
37.12,27.78
20.26,5.7
26.01,8.76
20.07,5.9
20.59,5.81
56.0,93.85
46.32,56.34
24.84,8.11
26.18,9.19
40.57,41.66
26.53,9.47
20.17,5.64
24.2,8.1
22.72,6.42
26.25,9.22
22.89,6.68
51.84,76.3
26.29,9.02
48.08,51.53
58.5,105.64
28.09,10.17
50.03,77.47
53.33,68.69
36.72,28.17
24.27,7.12
18.77,4.51
17.81,1.86
24.36,7.17
40.27,39.62
46.57,49.26
35.07,24.82
17.83,1.98
53.98,78.53
28.37,10.55
22.85,6.98
58.11,92.42
46.96,49.45
53.87,78.75
22.55,6.25
43.69,42.03
51.41,78.39
51.45,74.42
48.42,49.4
40.39,41.34
50.02,73.75
20.48,5.3
46.19,50.65
22.26,6.35
28.79,11.32
57.73,97.16
18.62,3.73
47.02,54.92
17.66,3.91
58.2,94.73
37.8,26.87
48.02,52.71
20.04,5.63
36.98,28.02
53.02,69.5
57.81,100.14
28.22,10.16
47.19,52.9
53.24,75.51
24.56,8.17
26.79,9.77
18.16,4.52
26.7,9.82
22.3,6.26
43.95,37.92
26.79,9.17
58.15,107.53
43.27,41.49
56.77,94.38
26.02,9.25
24.7,8.14
45.48,54.11
26.84,8.54
28.97,10.35
18.11,1.15
24.16,7.39
22.56,6.2
17.99,3.6
17.56,4.47
35.17,26.11
40.58,44.84
28.88,10.89
45.39,58.84
26.27,8.76
40.5,40.37
52.73,77.89
40.73,42.6
37.77,29.12
20.61,5.43
41.42,40.46
51.9,69.35
56.49,108.88
36.52,27.66
24.87,8.0
40.27,44.26
52.17,75.19
35.74,29.24
41.55,38.72
26.81,9.77
50.87,67.67
40.99,39.15
43.12,40.32
40.62,39.12
41.45,40.83
17.82,3.45
57.18,101.95
26.22,9.48
55.7,94.16
46.07,53.35
50.15,71.93
24.08,8.03
36.51,27.68
50.08,74.0
28.98,11.36
37.23,28.3
22.77,6.48
40.21,42.51
48.05,58.99
45.29,52.78
24.94,7.52
45.91,51.3
28.97,10.44
36.99,26.17
52.3,78.36
26.49,9.59
22.79,6.82
17.38,4.52
22.83,6.18
22.05,6.94
22.17,6.48
26.85,9.07
18.07,3.59
20.42,5.53
22.58,6.18
47.48,55.91
28.3,11.27
40.38,42.45
21.0,5.11
37.14,27.42
38.42,27.58
20.0,5.47
24.94,8.34
28.52,11.35
55.78,93.93
53.22,76.04
38.4,26.1
26.5,8.77
50.27,71.99
37.94,28.22
28.57,11.18
20.99,5.55
26.32,9.04
22.8,6.99
20.79,5.01
17.88,1.43
58.1,103.91
17.33,2.94
53.58,80.34
55.92,92.82
40.64,41.89
24.05,8.39
41.03,38.0
20.54,5.19
26.94,8.92
24.16,7.44
20.46,5.82
37.91,29.21
28.58,10.86
58.37,108.96
28.91,11.25
55.14,93.3
48.22,55.47
24.94,7.65
20.87,5.69
28.72,10.46
50.74,74.48
56.09,104.56
42.73,41.15
45.54,55.39
26.62,9.03
45.07,54.16
56.07,98.34
20.81,5.3
28.9,10.99
20.28,5.44
26.53,9.3
22.53,6.16
24.72,7.36
20.36,5.97
28.83,11.42
58.98,97.67
22.89,6.13
22.15,6.73
52.05,80.75
36.92,25.03
38.37,24.81
22.16,6.36
26.57,8.53
52.69,74.78
20.9,5.71
18.36,4.62
51.83,69.87
20.48,5.89
55.09,107.08
55.61,91.07
20.27,5.85
24.2,8.2
17.98,2.03
28.03,11.38
24.41,7.02
46.05,57.81
57.48,99.91
20.59,5.59
43.7,41.8
48.83,56.15
36.31,26.6
26.86,9.92
20.94,5.88
28.99,10.88
52.7,72.4
28.11,11.47
28.37,10.87
18.89,1.18
20.7,5.24
55.18,96.71
50.79,72.22
28.46,10.97
26.33,9.58
38.72,27.21
24.98,8.16
57.8,100.74
22.65,6.7
20.73,5.48
26.02,8.83
26.2,8.67
24.44,7.55
46.68,55.24
18.41,2.35
45.46,58.78
42.65,44.12
50.93,73.82
47.27,57.26
24.95,8.5
17.38,2.36
28.35,10.03
50.17,80.1
38.16,27.57
36.49,25.78
52.49,75.23
20.96,5.73
51.54,78.22
20.4,5.76
47.08,54.0
24.43,8.26
26.22,8.93
22.58,6.22
17.87,2.41
47.48,55.23
18.95,2.53
28.07,10.72
53.17,70.74
35.51,28.06
46.92,57.07
26.44,8.84
53.71,78.7
22.04,6.91
51.36,73.21
18.82,3.37
22.99,6.82
22.03,6.04
55.6,106.73
41.11,43.58
28.6,10.59
22.18,6.46
26.19,8.8
26.86,9.69
36.01,28.98
28.33,10.05
48.74,58.75
46.08,55.75
22.39,6.31
51.2,68.36
28.62,11.25
47.18,58.15
26.27,9.84
26.96,9.43
18.43,2.12
40.09,38.76
38.65,26.78
20.09,5.64
41.58,37.3
56.75,108.8
45.69,50.06
28.19,10.86
28.34,10.77
35.51,28.84
22.63,6.09
55.34,92.62
22.93,6.1
22.58,6.77
22.87,6.56
22.78,6.38
38.42,28.5
48.89,54.15
28.0,10.42
57.4,97.31
17.12,2.99
20.14,5.2
22.8,6.22
51.09,75.51
28.66,11.18
26.84,9.88
28.61,10.71
17.3,4.36
42.09,38.57
20.35,5.6
22.1,6.64
37.5,28.17
36.29,27.26
18.73,3.76
35.29,26.9
24.56,7.37
38.1,26.67
45.6,51.42
57.91,105.22
20.75,5.42
17.58,1.28
53.59,78.4
24.11,8.33
22.37,6.65
46.12,50.43
20.26,5.26
26.68,9.38
47.63,56.18
26.38,9.15
26.79,9.47
47.1,52.9
18.07,2.09
58.18,102.78
22.47,6.17
18.49,3.31
45.65,51.22
57.31,95.86
35.66,27.78
20.67,5.11
43.22,44.62
50.91,75.32
47.31,50.43
51.08,73.93
26.8,8.9
28.52,10.37
24.15,8.14
58.77,98.65
28.22,10.91
18.01,4.07
58.78,93.35
20.39,5.76
56.67,99.66
47.76,53.26
46.54,52.64
42.17,41.83
41.65,40.21
28.83,11.01
37.17,24.79
26.24,9.33
26.49,9.97
22.85,6.1
22.18,6.23
50.96,78.41
37.08,24.66
20.03,5.66
26.91,8.91
24.43,7.14
46.0,56.06
26.07,9.76
24.84,7.96
38.55,28.11
17.48,3.9
50.94,74.82
17.01,1.59
37.71,27.79
36.77,29.17
26.55,9.73
41.74,43.93
48.63,59.35
28.72,10.17
47.49,51.99
24.31,7.24
18.22,3.92
26.56,9.78
57.97,94.89
47.94,58.13
37.48,26.51
26.18,9.31
35.73,26.65
24.05,7.91
41.26,38.47
51.97,72.51
43.82,44.03
51.0,71.96
20.74,5.23
20.72,5.78
35.86,27.8
17.75,2.3
35.72,29.68
20.1,5.14
22.11,6.65
26.31,9.31
47.52,51.98
38.32,25.32
53.74,68.14
17.65,1.36
50.52,74.08
26.91,8.86
26.41,9.89
56.42,99.96
24.29,7.7
22.65,6.96
50.85,75.74
17.03,2.99
38.06,26.41
28.87,11.16
41.02,44.94
45.62,57.24
24.57,8.4
26.47,8.99
17.4,2.06
42.49,40.07
22.09,6.85
40.47,42.54
52.09,77.09
52.61,72.81
43.74,41.04
42.53,42.37
26.33,9.42
36.32,24.67
47.95,56.66
22.44,6.05
26.75,8.95
18.59,1.54
41.86,40.52
58.1,95.1
22.44,6.3
35.78,26.08
52.05,71.04
36.4,28.75
37.05,24.96
22.8,6.71
18.66,2.62
53.12,67.78
43.21,40.19
37.92,29.44
22.03,6.47
26.93,9.87
47.3,49.35
20.97,5.8
18.57,2.42
24.01,7.68
24.27,8.39
22.35,6.17
52.77,67.71
56.96,94.72
22.29,6.15
52.99,70.7
22.56,6.4
40.44,43.3
24.62,8.33
53.49,73.86
28.35,10.71
48.26,56.89
17.54,1.09
42.92,45.0
53.55,67.37
22.85,6.49
17.93,2.22
57.12,96.15
17.87,4.29
56.0,108.07
28.69,10.96
58.86,107.9
55.23,109.36
24.46,7.89
22.46,6.48
22.49,6.99
24.04,7.69
26.98,8.84
57.85,96.7
38.92,24.96
50.51,69.05
37.74,27.73
24.84,7.94
28.23,11.29
22.71,6.14
47.57,54.29
17.8,2.12
17.36,1.26
56.33,91.43
43.15,44.2
53.98,79.8
51.42,69.47
26.06,9.24
28.52,10.44
24.17,7.31
47.7,52.7
20.47,5.69
45.61,49.5
20.79,5.7
20.26,5.98
35.93,25.38
56.79,97.61
26.4,9.5
22.59,6.1
22.55,6.08
48.92,55.94
20.82,5.79
26.55,8.78
17.78,2.87
36.07,25.34
46.59,57.21
38.28,25.62
28.94,10.43
28.05,10.41
50.94,76.15
51.18,72.35
24.01,7.77
22.71,6.19
48.18,53.31
40.92,44.72
28.43,10.2
42.97,44.32
40.79,38.8
17.12,4.94
24.3,8.22
36.69,28.06
28.69,10.63
18.25,1.91
35.83,24.81
42.65,44.33
24.47,7.43
48.73,53.05
24.84,7.47
26.41,9.53
37.48,28.67
22.1,6.01
18.74,4.62
37.58,25.69
26.6,9.04
24.77,7.75
22.86,6.71
40.23,43.98
42.75,41.41
22.39,6.16
37.17,25.69
24.59,7.86
47.12,51.01
26.42,8.82
38.0,27.28
28.88,10.11
28.5,11.11
43.65,39.93
28.08,10.6
22.43,6.71
50.46,67.5
24.31,8.02
28.96,11.41
56.27,108.42
26.61,9.25
47.56,58.58
38.47,26.7
24.67,7.7
46.89,55.79
40.63,44.19
18.58,3.11
57.84,101.83
20.07,5.08
53.16,69.07
17.86,4.42
40.14,38.81
47.4,54.96
26.26,9.52
53.41,79.78
28.7,10.64
45.34,53.67
